anio_defuncion,entidad_defuncion,edad_quinquenal,sexo,F10,F11,F12,F14,F15,F17,F18,F19,F13,F16,cve_entidad,fecha,entidad_defuncion_etq
2011,BAJA CALIFORNIA,30 a 34 años,Masculino,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2,2011-12-31,Baja California
2011,BAJA CALIFORNIA,30 a 34 años,No Especificado,0.0,,,,,,,,,,2,2011-12-31,Baja California
2011,BAJA CALIFORNIA,35 a 39 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2,2011-12-31,Baja California
2011,BAJA CALIFORNIA,35 a 39 años,Masculino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,2,2011-12-31,Baja California
2011,BAJA CALIFORNIA,35 a 39 años,No Especificado,0.0,,,,,,,,,,2,2011-12-31,Baja California
2011,BAJA CALIFORNIA,40 a 44 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2,2011-12-31,Baja California
2011,BAJA CALIFORNIA,40 a 44 años,Masculino,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,,,2,2011-12-31,Baja California
2011,BAJA CALIFORNIA,40 a 44 años,No Especificado,0.0,,,,,,,,,,2,2011-12-31,Baja California
2011,BAJA CALIFORNIA,45 a 49 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2,2011-12-31,Baja California
2011,BAJA CALIFORNIA,45 a 49 años,Masculino,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,,,2,2011-12-31,Baja California
2011,BAJA CALIFORNIA,45 a 49 años,No Especificado,0.0,,,,,,,,,,2,2011-12-31,Baja California
2011,BAJA CALIFORNIA,50 a 54 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2,2011-12-31,Baja California
2011,BAJA CALIFORNIA,50 a 54 años,Masculino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2,2011-12-31,Baja California
2011,BAJA CALIFORNIA,50 a 54 años,No Especificado,0.0,,,,,,,,,,2,2011-12-31,Baja California
2011,BAJA CALIFORNIA,55 a 59 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2,2011-12-31,Baja California
2011,BAJA CALIFORNIA,55 a 59 años,Masculino,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,,2,2011-12-31,Baja California
2011,BAJA CALIFORNIA,55 a 59 años,No Especificado,0.0,,,,,,,,,,2,2011-12-31,Baja California
2011,BAJA CALIFORNIA,60 a 64 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,2,2011-12-31,Baja California
2011,BAJA CALIFORNIA,60 a 64 años,Masculino,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,2,2011-12-31,Baja California
2011,BAJA CALIFORNIA,60 a 64 años,No Especificado,0.0,,,,,,,,,,2,2011-12-31,Baja California
2011,BAJA CALIFORNIA,70 a 74 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2,2011-12-31,Baja California
2011,BAJA CALIFORNIA,70 a 74 años,Masculino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2,2011-12-31,Baja California
2011,BAJA CALIFORNIA,70 a 74 años,No Especificado,0.0,,,,,,,,,,2,2011-12-31,Baja California
2011,BAJA CALIFORNIA,85 y mas años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2,2011-12-31,Baja California
2011,BAJA CALIFORNIA,85 y mas años,Masculino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2,2011-12-31,Baja California
2011,BAJA CALIFORNIA,85 y mas años,No Especificado,0.0,,,,,,,,,,2,2011-12-31,Baja California
2011,BAJA CALIFORNIA SUR,45 a 49 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3,2011-12-31,Baja California Sur
2011,BAJA CALIFORNIA SUR,45 a 49 años,Masculino,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3,2011-12-31,Baja California Sur
2011,BAJA CALIFORNIA SUR,45 a 49 años,No Especificado,0.0,,,,,,,,,,3,2011-12-31,Baja California Sur
2011,BAJA CALIFORNIA SUR,55 a 59 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3,2011-12-31,Baja California Sur
2011,BAJA CALIFORNIA SUR,55 a 59 años,Masculino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3,2011-12-31,Baja California Sur
2011,BAJA CALIFORNIA SUR,55 a 59 años,No Especificado,0.0,,,,,,,,,,3,2011-12-31,Baja California Sur
2011,BAJA CALIFORNIA SUR,60 a 64 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3,2011-12-31,Baja California Sur
2011,BAJA CALIFORNIA SUR,60 a 64 años,Masculino,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3,2011-12-31,Baja California Sur
2011,BAJA CALIFORNIA SUR,60 a 64 años,No Especificado,0.0,,,,,,,,,,3,2011-12-31,Baja California Sur
2011,BAJA CALIFORNIA SUR,No especificado,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3,2011-12-31,Baja California Sur
2011,BAJA CALIFORNIA SUR,No especificado,Masculino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3,2011-12-31,Baja California Sur
2011,BAJA CALIFORNIA SUR,No especificado,No Especificado,0.0,,,,,,,,,,3,2011-12-31,Baja California Sur
2011,CAMPECHE,35 a 39 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4,2011-12-31,Campeche
2011,CAMPECHE,35 a 39 años,Masculino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4,2011-12-31,Campeche
2011,CAMPECHE,35 a 39 años,No Especificado,0.0,,,,,,,,,,4,2011-12-31,Campeche
2011,CAMPECHE,40 a 44 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4,2011-12-31,Campeche
2011,CAMPECHE,40 a 44 años,Masculino,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4,2011-12-31,Campeche
2011,CAMPECHE,40 a 44 años,No Especificado,0.0,,,,,,,,,,4,2011-12-31,Campeche
2011,CAMPECHE,45 a 49 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4,2011-12-31,Campeche
2011,CAMPECHE,45 a 49 años,Masculino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4,2011-12-31,Campeche
2011,CAMPECHE,45 a 49 años,No Especificado,0.0,,,,,,,,,,4,2011-12-31,Campeche
2011,CAMPECHE,50 a 54 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4,2011-12-31,Campeche
2011,CAMPECHE,50 a 54 años,Masculino,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4,2011-12-31,Campeche
2011,CAMPECHE,50 a 54 años,No Especificado,0.0,,,,,,,,,,4,2011-12-31,Campeche
2011,CAMPECHE,60 a 64 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4,2011-12-31,Campeche
2011,CAMPECHE,60 a 64 años,Masculino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4,2011-12-31,Campeche
2011,CAMPECHE,60 a 64 años,No Especificado,0.0,,,,,,,,,,4,2011-12-31,Campeche
2011,CAMPECHE,65 a 69 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4,2011-12-31,Campeche
2011,CAMPECHE,65 a 69 años,Masculino,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4,2011-12-31,Campeche
2011,CAMPECHE,65 a 69 años,No Especificado,0.0,,,,,,,,,,4,2011-12-31,Campeche
2011,CAMPECHE,70 a 74 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4,2011-12-31,Campeche
2011,CAMPECHE,70 a 74 años,Masculino,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4,2011-12-31,Campeche
2011,CAMPECHE,70 a 74 años,No Especificado,0.0,,,,,,,,,,4,2011-12-31,Campeche
2011,CAMPECHE,75 a 79 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4,2011-12-31,Campeche
2011,CAMPECHE,75 a 79 años,Masculino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4,2011-12-31,Campeche
2011,CAMPECHE,75 a 79 años,No Especificado,0.0,,,,,,,,,,4,2011-12-31,Campeche
2011,COAHUILA DE ZARAGOZA,20 a 24 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5,2011-12-31,Coahuila
2011,COAHUILA DE ZARAGOZA,20 a 24 años,Masculino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5,2011-12-31,Coahuila
2011,COAHUILA DE ZARAGOZA,20 a 24 años,No Especificado,0.0,,,,,,,,,,5,2011-12-31,Coahuila
2011,COAHUILA DE ZARAGOZA,30 a 34 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5,2011-12-31,Coahuila
2011,COAHUILA DE ZARAGOZA,30 a 34 años,Masculino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5,2011-12-31,Coahuila
2011,COAHUILA DE ZARAGOZA,30 a 34 años,No Especificado,0.0,,,,,,,,,,5,2011-12-31,Coahuila
2011,COAHUILA DE ZARAGOZA,35 a 39 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5,2011-12-31,Coahuila
2011,COAHUILA DE ZARAGOZA,35 a 39 años,Masculino,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5,2011-12-31,Coahuila
2011,COAHUILA DE ZARAGOZA,35 a 39 años,No Especificado,0.0,,,,,,,,,,5,2011-12-31,Coahuila
2011,COAHUILA DE ZARAGOZA,40 a 44 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5,2011-12-31,Coahuila
2011,COAHUILA DE ZARAGOZA,40 a 44 años,Masculino,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5,2011-12-31,Coahuila
2011,COAHUILA DE ZARAGOZA,40 a 44 años,No Especificado,0.0,,,,,,,,,,5,2011-12-31,Coahuila
2011,COAHUILA DE ZARAGOZA,45 a 49 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5,2011-12-31,Coahuila
2011,COAHUILA DE ZARAGOZA,45 a 49 años,Masculino,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5,2011-12-31,Coahuila
2011,COAHUILA DE ZARAGOZA,45 a 49 años,No Especificado,0.0,,,,,,,,,,5,2011-12-31,Coahuila
2011,COAHUILA DE ZARAGOZA,50 a 54 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5,2011-12-31,Coahuila
2011,COAHUILA DE ZARAGOZA,50 a 54 años,Masculino,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5,2011-12-31,Coahuila
2011,COAHUILA DE ZARAGOZA,50 a 54 años,No Especificado,0.0,,,,,,,,,,5,2011-12-31,Coahuila
2011,COAHUILA DE ZARAGOZA,55 a 59 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5,2011-12-31,Coahuila
2011,COAHUILA DE ZARAGOZA,55 a 59 años,Masculino,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5,2011-12-31,Coahuila
2011,COAHUILA DE ZARAGOZA,55 a 59 años,No Especificado,0.0,,,,,,,,,,5,2011-12-31,Coahuila
2011,COAHUILA DE ZARAGOZA,65 a 69 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5,2011-12-31,Coahuila
2011,COAHUILA DE ZARAGOZA,65 a 69 años,Masculino,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5,2011-12-31,Coahuila
2011,COAHUILA DE ZARAGOZA,65 a 69 años,No Especificado,0.0,,,,,,,,,,5,2011-12-31,Coahuila
2011,COAHUILA DE ZARAGOZA,70 a 74 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5,2011-12-31,Coahuila
2011,COAHUILA DE ZARAGOZA,70 a 74 años,Masculino,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,5,2011-12-31,Coahuila
2011,COAHUILA DE ZARAGOZA,70 a 74 años,No Especificado,0.0,,,,,,,,,,5,2011-12-31,Coahuila
2011,COAHUILA DE ZARAGOZA,80 a 84 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5,2011-12-31,Coahuila
2011,COAHUILA DE ZARAGOZA,80 a 84 años,Masculino,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,5,2011-12-31,Coahuila
2011,COAHUILA DE ZARAGOZA,80 a 84 años,No Especificado,0.0,,,,,,,,,,5,2011-12-31,Coahuila
2011,COLIMA,25 a 29 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6,2011-12-31,Colima
2011,COLIMA,25 a 29 años,Masculino,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6,2011-12-31,Colima
2011,COLIMA,25 a 29 años,No Especificado,0.0,,,,,,,,,,6,2011-12-31,Colima
2011,COLIMA,30 a 34 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6,2011-12-31,Colima
2011,COLIMA,30 a 34 años,Masculino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6,2011-12-31,Colima
2011,COLIMA,30 a 34 años,No Especificado,0.0,,,,,,,,,,6,2011-12-31,Colima
2011,COLIMA,35 a 39 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6,2011-12-31,Colima
2011,COLIMA,35 a 39 años,Masculino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,6,2011-12-31,Colima
2011,COLIMA,35 a 39 años,No Especificado,0.0,,,,,,,,,,6,2011-12-31,Colima
2011,COLIMA,40 a 44 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6,2011-12-31,Colima
2011,COLIMA,40 a 44 años,Masculino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6,2011-12-31,Colima
2011,COLIMA,40 a 44 años,No Especificado,0.0,,,,,,,,,,6,2011-12-31,Colima
2011,COLIMA,50 a 54 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6,2011-12-31,Colima
2011,COLIMA,50 a 54 años,Masculino,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6,2011-12-31,Colima
2011,COLIMA,50 a 54 años,No Especificado,0.0,,,,,,,,,,6,2011-12-31,Colima
2011,COLIMA,55 a 59 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6,2011-12-31,Colima
2011,COLIMA,55 a 59 años,Masculino,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6,2011-12-31,Colima
2011,COLIMA,55 a 59 años,No Especificado,0.0,,,,,,,,,,6,2011-12-31,Colima
2011,COLIMA,65 a 69 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6,2011-12-31,Colima
2011,COLIMA,65 a 69 años,Masculino,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6,2011-12-31,Colima
2011,COLIMA,65 a 69 años,No Especificado,0.0,,,,,,,,,,6,2011-12-31,Colima
2011,COLIMA,80 a 84 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6,2011-12-31,Colima
2011,COLIMA,80 a 84 años,Masculino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6,2011-12-31,Colima
2011,COLIMA,80 a 84 años,No Especificado,0.0,,,,,,,,,,6,2011-12-31,Colima
2011,COLIMA,85 y mas años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6,2011-12-31,Colima
2011,COLIMA,85 y mas años,Masculino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6,2011-12-31,Colima
2011,COLIMA,85 y mas años,No Especificado,0.0,,,,,,,,,,6,2011-12-31,Colima
2011,CHIAPAS,20 a 24 años,Femenino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,7,2011-12-31,Chiapas
2011,CHIAPAS,20 a 24 años,Masculino,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,7,2011-12-31,Chiapas
2011,CHIAPAS,20 a 24 años,No Especificado,0.0,,,,,,,,,,7,2011-12-31,Chiapas
2011,CHIAPAS,25 a 29 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,7,2011-12-31,Chiapas
2011,CHIAPAS,25 a 29 años,Masculino,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,7,2011-12-31,Chiapas
2011,CHIAPAS,25 a 29 años,No Especificado,0.0,,,,,,,,,,7,2011-12-31,Chiapas
2011,CHIAPAS,30 a 34 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,7,2011-12-31,Chiapas
2011,CHIAPAS,30 a 34 años,Masculino,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,7,2011-12-31,Chiapas
2011,CHIAPAS,30 a 34 años,No Especificado,0.0,,,,,,,,,,7,2011-12-31,Chiapas
2011,CHIAPAS,35 a 39 años,Femenino,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,7,2011-12-31,Chiapas
2011,CHIAPAS,35 a 39 años,Masculino,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,7,2011-12-31,Chiapas
2011,CHIAPAS,35 a 39 años,No Especificado,0.0,,,,,,,,,,7,2011-12-31,Chiapas
2011,CHIAPAS,40 a 44 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,7,2011-12-31,Chiapas
2011,CHIAPAS,40 a 44 años,Masculino,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,7,2011-12-31,Chiapas
2011,CHIAPAS,40 a 44 años,No Especificado,0.0,,,,,,,,,,7,2011-12-31,Chiapas
2011,CHIAPAS,45 a 49 años,Femenino,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,7,2011-12-31,Chiapas
2011,CHIAPAS,45 a 49 años,Masculino,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,7,2011-12-31,Chiapas
2011,CHIAPAS,45 a 49 años,No Especificado,0.0,,,,,,,,,,7,2011-12-31,Chiapas
2011,CHIAPAS,50 a 54 años,Femenino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,7,2011-12-31,Chiapas
2011,CHIAPAS,50 a 54 años,Masculino,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,7,2011-12-31,Chiapas
2011,CHIAPAS,50 a 54 años,No Especificado,0.0,,,,,,,,,,7,2011-12-31,Chiapas
2011,CHIAPAS,55 a 59 años,Femenino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,7,2011-12-31,Chiapas
2011,CHIAPAS,55 a 59 años,Masculino,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,7,2011-12-31,Chiapas
2011,CHIAPAS,55 a 59 años,No Especificado,0.0,,,,,,,,,,7,2011-12-31,Chiapas
2011,CHIAPAS,60 a 64 años,Femenino,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,7,2011-12-31,Chiapas
2011,CHIAPAS,60 a 64 años,Masculino,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,7,2011-12-31,Chiapas
2011,CHIAPAS,60 a 64 años,No Especificado,0.0,,,,,,,,,,7,2011-12-31,Chiapas
2011,CHIAPAS,65 a 69 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,7,2011-12-31,Chiapas
2011,CHIAPAS,65 a 69 años,Masculino,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,7,2011-12-31,Chiapas
2011,CHIAPAS,65 a 69 años,No Especificado,0.0,,,,,,,,,,7,2011-12-31,Chiapas
2011,CHIAPAS,70 a 74 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,7,2011-12-31,Chiapas
2011,CHIAPAS,70 a 74 años,Masculino,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,7,2011-12-31,Chiapas
2011,CHIAPAS,70 a 74 años,No Especificado,0.0,,,,,,,,,,7,2011-12-31,Chiapas
2011,CHIAPAS,75 a 79 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,7,2011-12-31,Chiapas
2011,CHIAPAS,75 a 79 años,Masculino,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,7,2011-12-31,Chiapas
2011,CHIAPAS,75 a 79 años,No Especificado,0.0,,,,,,,,,,7,2011-12-31,Chiapas
2011,CHIAPAS,80 a 84 años,Femenino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,7,2011-12-31,Chiapas
2011,CHIAPAS,80 a 84 años,Masculino,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,7,2011-12-31,Chiapas
